transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0188,BILL-1051,19-09-2025,S2,Uptown,C163,Regular,P302,Personal Care,Toothpaste 100g,1,2.02,Cash,0,In-store
TXN-2025-0189,BILL-1052,01-05-2025,S3,Suburban,C166,New,P302,Personal Care,Toothpaste 100g,1,1.85,UPI,0,Online
TXN-2025-0190,BILL-1053,08-02-2025,S3,Suburban,C195,New,P202,Snacks,Salted Nuts 100g,1,2.76,Cash,0.9,In-store
TXN-2025-0191,BILL-1053,17-10-2025,S4,East Side,C115,New,P402,Household,Dishwash Liquid 500ml,3,2.72,UPI,0,Online
TXN-2025-0192,BILL-1053,15-08-2025,S5,West End,C113,Regular,P302,Personal Care,Toothpaste 100g,6,1.78,UPI,0.35,In-store
TXN-2025-0193,BILL-1054,20-08-2025,S3,Suburban,C019,Regular,P502,Bakery,Croissant,6,0.83,Cash,0.6,In-store
TXN-2025-0194,BILL-1054,17-09-2025,S3,Suburban,C024,New,P801,Produce,Bananas (1kg),1,1.31,Credit Card,2.08,In-store
TXN-2025-0195,BILL-1054,20-10-2025,S5,West End,C116,Loyal,P501,Bakery,Whole Wheat Bread,1,1.45,UPI,0.65,Online
TXN-2025-0196,BILL-1054,25-06-2025,S3,Suburban,C016,Regular,P502,Bakery,Croissant,5,1.03,Credit Card,0,In-store
TXN-2025-0197,BILL-1054,13-08-2025,S1,Downtown,C064,New,P501,Bakery,Whole Wheat Bread,4,1.53,UPI,1.92,In-store
TXN-2025-0198,BILL-1054,23-06-2025,S5,West End,C073,Regular,P201,Snacks,Potato Chips 150g,5,1.1,Credit Card,0.7,In-store
TXN-2025-0199,BILL-1054,13-10-2025,S1,Downtown,C017,Regular,P701,Frozen,Frozen Pizza,1,4.67,UPI,0.52,In-store
TXN-2025-0200,BILL-1055,20-06-2025,S3,Suburban,C155,Loyal,P301,Personal Care,Shampoo 250ml,1,4.13,UPI,1.27,Online
TXN-2025-0201,BILL-1055,08-03-2025,S2,Uptown,C179,New,P302,Personal Care,Toothpaste 100g,1,1.82,Credit Card,0,Online
TXN-2025-0202,BILL-1056,27-09-2025,S1,Downtown,C085,New,P301,Personal Care,Shampoo 250ml,4,4.34,UPI,0.32,In-store
TXN-2025-0203,BILL-1056,20-04-2025,S4,East Side,C080,Regular,P501,Bakery,Whole Wheat Bread,4,1.47,Credit Card,0.56,In-store
TXN-2025-0204,BILL-1056,21-02-2025,S4,East Side,C040,Regular,P202,Snacks,Salted Nuts 100g,2,2.4,Cash,0,Online
TXN-2025-0205,BILL-1057,13-11-2025,S5,West End,C010,New,P801,Produce,Bananas (1kg),1,1.43,UPI,0.26,Online
TXN-2025-0206,BILL-1057,26-03-2025,S4,East Side,C178,New,P201,Snacks,Potato Chips 150g,3,1.26,Cash,2.24,In-store
TXN-2025-0207,BILL-1057,09-11-2025,S1,Downtown,C061,Loyal,P401,Household,Laundry Detergent 1kg,5,6.8,Credit Card,1.68,In-store
TXN-2025-0208,BILL-1057,10-04-2025,S4,East Side,C121,Loyal,P202,Snacks,Salted Nuts 100g,2,2.49,UPI,2.09,In-store
TXN-2025-0209,BILL-1057,28-09-2025,S5,West End,C200,Regular,P402,Household,Dishwash Liquid 500ml,1,2.77,Credit Card,0.49,Online
TXN-2025-0210,BILL-1057,27-01-2025,S2,Uptown,C036,Loyal,P801,Produce,Bananas (1kg),6,1.38,Cash,0,Online
TXN-2025-0211,BILL-1058,26-05-2025,S3,Suburban,C133,Loyal,P501,Bakery,Whole Wheat Bread,3,1.44,Cash,0.01,In-store
TXN-2025-0212,BILL-1058,16-02-2025,S2,Uptown,C038,New,P301,Personal Care,Shampoo 250ml,5,4.09,Credit Card,0,Online
TXN-2025-0213,BILL-1058,22-07-2025,S2,Uptown,C007,Regular,P801,Produce,Bananas (1kg),4,1.57,Credit Card,0.64,Online
TXN-2025-0214,BILL-1058,20-02-2025,S2,Uptown,C008,Regular,P401,Household,Laundry Detergent 1kg,3,7.34,Cash,1.23,In-store
TXN-2025-0215,BILL-1058,30-08-2025,S3,Suburban,C074,Loyal,P701,Frozen,Frozen Pizza,5,5.72,Cash,1.15,In-store
TXN-2025-0216,BILL-1059,10-02-2025,S2,Uptown,C158,Regular,P701,Frozen,Frozen Pizza,5,5.4,UPI,0.95,In-store
TXN-2025-0217,BILL-1060,05-08-2025,S2,Uptown,C187,New,P801,Produce,Bananas (1kg),2,1.43,Cash,0.05,In-store
TXN-2025-0218,BILL-1060,15-11-2025,S3,Suburban,C062,Regular,P202,Snacks,Salted Nuts 100g,1,2.52,Credit Card,0,In-store
TXN-2025-0219,BILL-1061,22-10-2025,S1,Downtown,C005,New,P801,Produce,Bananas (1kg),1,1.52,Credit Card,0,In-store
TXN-2025-0220,BILL-1062,02-08-2025,S2,Uptown,C091,Regular,P301,Personal Care,Shampoo 250ml,2,4.18,Credit Card,1.14,In-store
TXN-2025-0221,BILL-1062,17-09-2025,S1,Downtown,C135,Regular,P501,Bakery,Whole Wheat Bread,1,1.47,Credit Card,0.38,In-store
TXN-2025-0222,BILL-1062,10-05-2025,S4,East Side,C100,Loyal,P801,Produce,Bananas (1kg),4,1.31,Credit Card,0.17,In-store
TXN-2025-0223,BILL-1062,23-02-2025,S3,Suburban,C188,New,P701,Frozen,Frozen Pizza,1,5.19,Cash,1.31,In-store
TXN-2025-0224,BILL-1062,31-03-2025,S3,Suburban,C087,New,P201,Snacks,Potato Chips 150g,2,1.16,Cash,0.04,In-store
TXN-2025-0225,BILL-1063,23-08-2025,S4,East Side,C035,Regular,P602,Dairy,Cheddar Cheese 200g,6,2.88,Credit Card,0,In-store
TXN-2025-0226,BILL-1063,21-09-2025,S2,Uptown,C081,Loyal,P101,Beverages,Orange Juice 1L,1,3.51,Cash,2.45,Online
TXN-2025-0227,BILL-1063,02-07-2025,S5,West End,C166,Regular,P402,Household,Dishwash Liquid 500ml,1,3.12,Credit Card,0.8,In-store
TXN-2025-0228,BILL-1063,12-08-2025,S1,Downtown,C032,New,P801,Produce,Bananas (1kg),1,1.59,UPI,0.02,In-store
TXN-2025-0229,BILL-1063,08-07-2025,S4,East Side,C128,New,P401,Household,Laundry Detergent 1kg,5,5.96,Credit Card,0.96,Online
TXN-2025-0230,BILL-1063,03-04-2025,S5,West End,C021,Regular,P301,Personal Care,Shampoo 250ml,1,4.35,Cash,0.9,In-store
TXN-2025-0231,BILL-1063,05-11-2025,S3,Suburban,C076,Regular,P102,Beverages,Organic Green Tea 250ml,2,1.88,Cash,1.02,In-store
TXN-2025-0232,BILL-1063,30-06-2025,S2,Uptown,C011,New,P602,Dairy,Cheddar Cheese 200g,6,3.61,Credit Card,0,In-store
TXN-2025-0233,BILL-1063,23-11-2025,S4,East Side,C015,Regular,P301,Personal Care,Shampoo 250ml,6,4.48,UPI,0.1,Online
TXN-2025-0234,BILL-1063,08-11-2025,S5,West End,C008,Regular,P701,Frozen,Frozen Pizza,1,5.39,UPI,2.03,In-store
TXN-2025-0235,BILL-1063,05-07-2025,S4,East Side,C200,New,P101,Beverages,Orange Juice 1L,1,3.7,Cash,0.51,In-store
TXN-2025-0236,BILL-1063,10-07-2025,S5,West End,C116,Loyal,P101,Beverages,Orange Juice 1L,1,3.35,UPI,1.84,In-store
TXN-2025-0237,BILL-1064,23-05-2025,S1,Downtown,C102,Regular,P502,Bakery,Croissant,1,0.9,Cash,1.21,In-store
TXN-2025-0238,BILL-1065,15-10-2025,S1,Downtown,C133,Regular,P101,Beverages,Orange Juice 1L,1,3.7,UPI,0.58,In-store
TXN-2025-0239,BILL-1066,09-09-2025,S3,Suburban,C157,Regular,P602,Dairy,Cheddar Cheese 200g,1,3.23,Credit Card,0,In-store
TXN-2025-0240,BILL-1066,14-02-2025,S2,Uptown,C183,Regular,P801,Produce,Bananas (1kg),1,1.31,Cash,1.42,In-store
TXN-2025-0241,BILL-1066,03-06-2025,S3,Suburban,C141,Regular,P601,Dairy,Milk 1L,4,1.14,Credit Card,1.16,In-store
TXN-2025-0242,BILL-1067,13-03-2025,S2,Uptown,C032,Loyal,P701,Frozen,Frozen Pizza,1,5.47,Credit Card,1.31,In-store
TXN-2025-0243,BILL-1068,10-10-2025,S4,East Side,C095,Regular,P101,Beverages,Orange Juice 1L,3,3.18,Credit Card,0.46,In-store
TXN-2025-0244,BILL-1068,27-09-2025,S1,Downtown,C184,New,P102,Beverages,Organic Green Tea 250ml,3,2.18,Credit Card,1.97,In-store
TXN-2025-0245,BILL-1068,19-08-2025,S4,East Side,C082,New,P801,Produce,Bananas (1kg),2,1.55,UPI,2.31,In-store
TXN-2025-0246,BILL-1069,28-10-2025,S5,West End,C200,Regular,P302,Personal Care,Toothpaste 100g,5,1.85,Cash,0,Online
TXN-2025-0247,BILL-1070,23-09-2025,S2,Uptown,C015,New,P401,Household,Laundry Detergent 1kg,2,6.09,UPI,1.27,Online
TXN-2025-0248,BILL-1070,23-09-2025,S2,Uptown,C058,Regular,P201,Snacks,Potato Chips 150g,1,1.27,Credit Card,1.28,Online
TXN-2025-0249,BILL-1070,17-11-2025,S1,Downtown,C142,Regular,P301,Personal Care,Shampoo 250ml,2,4.17,Cash,0,In-store
TXN-2025-0250,BILL-1071,20-03-2025,S5,West End,C152,Loyal,P102,Beverages,Organic Green Tea 250ml,5,2.01,UPI,0,In-store
TXN-2025-0251,BILL-1072,15-01-2025,S5,West End,C145,Regular,P602,Dairy,Cheddar Cheese 200g,6,3.28,UPI,1.19,In-store
TXN-2025-0252,BILL-1073,24-11-2025,S5,West End,C147,Regular,P301,Personal Care,Shampoo 250ml,2,4.19,UPI,0,In-store
TXN-2025-0253,BILL-1073,27-07-2025,S5,West End,C124,Regular,P301,Personal Care,Shampoo 250ml,2,4.52,UPI,0.67,Online
TXN-2025-0254,BILL-1073,15-04-2025,S1,Downtown,C107,Regular,P602,Dairy,Cheddar Cheese 200g,6,3,Cash,0.85,In-store
TXN-2025-0255,BILL-1073,08-03-2025,S2,Uptown,C089,Loyal,P302,Personal Care,Toothpaste 100g,5,1.81,UPI,0.24,In-store
TXN-2025-0256,BILL-1074,19-08-2025,S5,West End,C120,Regular,P501,Bakery,Whole Wheat Bread,2,1.41,Cash,0.12,In-store
TXN-2025-0257,BILL-1074,23-03-2025,S1,Downtown,C158,Regular,P101,Beverages,Orange Juice 1L,6,3.26,Credit Card,0,Online
TXN-2025-0258,BILL-1074,21-09-2025,S5,West End,C041,Regular,P602,Dairy,Cheddar Cheese 200g,2,3.06,Credit Card,0,In-store
TXN-2025-0259,BILL-1075,04-05-2025,S3,Suburban,C101,Regular,P402,Household,Dishwash Liquid 500ml,2,2.79,Cash,1.36,In-store
TXN-2025-0260,BILL-1075,29-08-2025,S3,Suburban,C153,Loyal,P101,Beverages,Orange Juice 1L,6,3.15,Cash,0.03,In-store
TXN-2025-0261,BILL-1075,26-07-2025,S1,Downtown,C068,New,P801,Produce,Bananas (1kg),2,1.3,Cash,1.16,In-store
TXN-2025-0262,BILL-1075,07-02-2025,S4,East Side,C093,Regular,P101,Beverages,Orange Juice 1L,1,3.45,UPI,0.56,In-store
TXN-2025-0263,BILL-1076,02-03-2025,S4,East Side,C160,New,P701,Frozen,Frozen Pizza,1,5.1,UPI,0.15,In-store
TXN-2025-0264,BILL-1076,07-07-2025,S1,Downtown,C087,Regular,P401,Household,Laundry Detergent 1kg,3,7.33,Credit Card,0.57,Online
TXN-2025-0265,BILL-1076,12-03-2025,S2,Uptown,C011,Regular,P502,Bakery,Croissant,4,0.85,UPI,1.33,In-store
TXN-2025-0266,BILL-1076,10-11-2025,S4,East Side,C132,Regular,P501,Bakery,Whole Wheat Bread,1,1.45,Credit Card,0,In-store
TXN-2025-0267,BILL-1076,18-09-2025,S4,East Side,C152,Regular,P502,Bakery,Croissant,4,0.96,UPI,0.47,Online
TXN-2025-0268,BILL-1076,26-02-2025,S5,West End,C095,Regular,P301,Personal Care,Shampoo 250ml,3,4.16,Credit Card,0.84,Online
TXN-2025-0269,BILL-1076,31-08-2025,S5,West End,C162,Regular,P301,Personal Care,Shampoo 250ml,5,3.69,UPI,2.56,Online
TXN-2025-0270,BILL-1076,26-09-2025,S5,West End,C150,Regular,P502,Bakery,Croissant,4,0.83,Cash,0.55,In-store
TXN-2025-0271,BILL-1076,21-10-2025,S5,West End,C175,Regular,P701,Frozen,Frozen Pizza,5,5.03,Credit Card,0.41,In-store
TXN-2025-0272,BILL-1076,15-04-2025,S1,Downtown,C108,Regular,P202,Snacks,Salted Nuts 100g,5,2.37,Cash,0.62,In-store
TXN-2025-0273,BILL-1076,17-04-2025,S5,West End,C181,Regular,P402,Household,Dishwash Liquid 500ml,1,2.93,UPI,0.3,In-store
TXN-2025-0274,BILL-1076,30-09-2025,S4,East Side,C045,Regular,P501,Bakery,Whole Wheat Bread,1,1.55,Credit Card,1.7,In-store
TXN-2025-0275,BILL-1077,05-09-2025,S3,Suburban,C178,Regular,P601,Dairy,Milk 1L,3,1.1,UPI,0.21,In-store
TXN-2025-0276,BILL-1077,17-04-2025,S2,Uptown,C077,New,P301,Personal Care,Shampoo 250ml,4,3.93,UPI,0.69,In-store
TXN-2025-0277,BILL-1077,04-03-2025,S4,East Side,C185,Regular,P302,Personal Care,Toothpaste 100g,1,2.05,Credit Card,0,In-store
TXN-2025-0278,BILL-1078,29-05-2025,S5,West End,C198,New,P401,Household,Laundry Detergent 1kg,1,5.89,Credit Card,1.9,Online
TXN-2025-0279,BILL-1078,14-04-2025,S1,Downtown,C192,Regular,P302,Personal Care,Toothpaste 100g,5,2.01,Credit Card,1.08,In-store
TXN-2025-0280,BILL-1079,28-10-2025,S3,Suburban,C028,New,P501,Bakery,Whole Wheat Bread,3,1.36,UPI,0,In-store
TXN-2025-0281,BILL-1079,31-07-2025,S1,Downtown,C060,Regular,P601,Dairy,Milk 1L,2,1.08,UPI,0.9,In-store
TXN-2025-0282,BILL-1079,22-03-2025,S4,East Side,C002,Loyal,P102,Beverages,Organic Green Tea 250ml,1,1.92,UPI,0,Online
TXN-2025-0283,BILL-1080,27-11-2025,S4,East Side,C074,Regular,P402,Household,Dishwash Liquid 500ml,5,3.08,UPI,1.07,In-store
TXN-2025-0284,BILL-1080,20-01-2025,S1,Downtown,C190,New,P601,Dairy,Milk 1L,2,1.22,UPI,0.86,In-store
TXN-2025-0285,BILL-1080,23-07-2025,S2,Uptown,C010,Loyal,P401,Household,Laundry Detergent 1kg,3,7.38,Cash,0,Online
TXN-2025-0286,BILL-1081,05-11-2025,S2,Uptown,C003,Regular,P602,Dairy,Cheddar Cheese 200g,4,3.6,Credit Card,0,Online
TXN-2025-0287,BILL-1081,10-03-2025,S3,Suburban,C140,Regular,P301,Personal Care,Shampoo 250ml,1,4.23,Credit Card,0.76,Online
TXN-2025-0288,BILL-1081,23-08-2025,S4,East Side,C085,Regular,P301,Personal Care,Shampoo 250ml,1,4.02,Cash,0,Online
TXN-2025-0289,BILL-1082,09-04-2025,S2,Uptown,C076,Regular,P101,Beverages,Orange Juice 1L,2,3.95,UPI,0,In-store
TXN-2025-0290,BILL-1083,18-02-2025,S4,East Side,C023,Regular,P801,Produce,Bananas (1kg),4,1.39,Credit Card,0,In-store
TXN-2025-0291,BILL-1083,01-05-2025,S2,Uptown,C002,Regular,P402,Household,Dishwash Liquid 500ml,2,2.54,Credit Card,0,Online
TXN-2025-0292,BILL-1083,04-07-2025,S3,Suburban,C147,Regular,P302,Personal Care,Toothpaste 100g,1,1.87,Credit Card,1.9,In-store
TXN-2025-0293,BILL-1083,15-09-2025,S1,Downtown,C041,Regular,P601,Dairy,Milk 1L,1,1.23,Cash,1.28,In-store
TXN-2025-0294,BILL-1084,24-04-2025,S3,Suburban,C076,Regular,P602,Dairy,Cheddar Cheese 200g,1,3.52,Cash,0.48,In-store
TXN-2025-0295,BILL-1084,09-10-2025,S2,Uptown,C156,Regular,P402,Household,Dishwash Liquid 500ml,1,2.86,Cash,0.75,In-store
TXN-2025-0296,BILL-1084,02-11-2025,S5,West End,C196,Regular,P701,Frozen,Frozen Pizza,4,5.29,UPI,0,Online
TXN-2025-0297,BILL-1085,16-10-2025,S1,Downtown,C093,Regular,P501,Bakery,Whole Wheat Bread,3,1.43,Credit Card,0,In-store
TXN-2025-0298,BILL-1085,24-09-2025,S5,West End,C039,Regular,P501,Bakery,Whole Wheat Bread,3,1.45,Cash,0.58,In-store
TXN-2025-0299,BILL-1085,29-01-2025,S2,Uptown,C131,Regular,P602,Dairy,Cheddar Cheese 200g,2,3.61,UPI,0.49,In-store
TXN-2025-0300,BILL-1085,07-06-2025,S5,West End,C144,Regular,P401,Household,Laundry Detergent 1kg,2,5.96,Credit Card,1.59,In-store
TXN-2025-0301,BILL-1085,05-08-2025,S4,East Side,C149,Regular,P301,Personal Care,Shampoo 250ml,4,4.25,Cash,0,In-store
TXN-2025-0302,BILL-1086,30-08-2025,S1,Downtown,C018,Loyal,P501,Bakery,Whole Wheat Bread,1,1.62,Cash,0,Online
TXN-2025-0303,BILL-1086,04-08-2025,S4,East Side,C187,New,P201,Snacks,Potato Chips 150g,6,1.26,Cash,2.71,Online
TXN-2025-0304,BILL-1087,04-10-2025,S4,East Side,C175,Loyal,P402,Household,Dishwash Liquid 500ml,2,3.11,Credit Card,0.33,In-store
TXN-2025-0305,BILL-1087,25-04-2025,S3,Suburban,C101,Regular,P102,Beverages,Organic Green Tea 250ml,1,1.99,Cash,0.91,Online
TXN-2025-0306,BILL-1087,14-07-2025,S1,Downtown,C140,Regular,P301,Personal Care,Shampoo 250ml,2,3.68,Credit Card,0,In-store
TXN-2025-0307,BILL-1088,27-02-2025,S2,Uptown,C049,Loyal,P402,Household,Dishwash Liquid 500ml,2,3.06,Credit Card,0.32,In-store
TXN-2025-0308,BILL-1088,18-01-2025,S4,East Side,C018,Regular,P502,Bakery,Croissant,4,1.02,Cash,1.47,In-store
TXN-2025-0309,BILL-1088,22-04-2025,S1,Downtown,C113,Regular,P202,Snacks,Salted Nuts 100g,3,2.63,UPI,2.17,In-store
TXN-2025-0310,BILL-1088,22-10-2025,S1,Downtown,C060,New,P201,Snacks,Potato Chips 150g,2,1.36,UPI,0.26,Online
TXN-2025-0311,BILL-1088,15-03-2025,S5,West End,C061,Regular,P701,Frozen,Frozen Pizza,2,5.1,UPI,0,Online
TXN-2025-0312,BILL-1088,30-10-2025,S5,West End,C016,Regular,P202,Snacks,Salted Nuts 100g,1,2.78,Credit Card,0.62,In-store
TXN-2025-0313,BILL-1088,26-06-2025,S2,Uptown,C127,Regular,P601,Dairy,Milk 1L,1,1.13,UPI,0.12,In-store
TXN-2025-0314,BILL-1088,03-06-2025,S4,East Side,C107,Regular,P701,Frozen,Frozen Pizza,5,4.93,UPI,2.34,In-store
TXN-2025-0315,BILL-1088,15-03-2025,S5,West End,C077,Loyal,P402,Household,Dishwash Liquid 500ml,6,3.03,Cash,1.11,Online
TXN-2025-0316,BILL-1089,18-07-2025,S1,Downtown,C143,Regular,P501,Bakery,Whole Wheat Bread,1,1.52,Credit Card,1.78,Online
TXN-2025-0317,BILL-1089,17-02-2025,S2,Uptown,C116,New,P302,Personal Care,Toothpaste 100g,2,1.99,UPI,1.29,In-store
TXN-2025-0318,BILL-1090,07-02-2025,S2,Uptown,C155,New,P101,Beverages,Orange Juice 1L,1,3.99,Credit Card,0.02,In-store
TXN-2025-0319,BILL-1090,20-06-2025,S5,West End,C123,Regular,P602,Dairy,Cheddar Cheese 200g,4,3.64,UPI,0,In-store
TXN-2025-0320,BILL-1090,03-09-2025,S1,Downtown,C031,New,P202,Snacks,Salted Nuts 100g,1,2.85,Cash,0.54,Online
TXN-2025-0321,BILL-1090,25-05-2025,S5,West End,C062,Regular,P602,Dairy,Cheddar Cheese 200g,2,3.47,Cash,1.14,In-store
TXN-2025-0322,BILL-1090,12-09-2025,S5,West End,C093,Regular,P601,Dairy,Milk 1L,5,1.17,Credit Card,1.24,In-store
TXN-2025-0323,BILL-1090,24-01-2025,S4,East Side,C095,Regular,P701,Frozen,Frozen Pizza,6,4.81,Credit Card,1.58,Online
TXN-2025-0324,BILL-1090,24-10-2025,S2,Uptown,C142,Loyal,P602,Dairy,Cheddar Cheese 200g,4,2.92,Cash,1.32,In-store
TXN-2025-0325,BILL-1090,06-05-2025,S3,Suburban,C098,Regular,P201,Snacks,Potato Chips 150g,2,1.38,Cash,0,In-store
TXN-2025-0326,BILL-1091,24-08-2025,S3,Suburban,C165,New,P301,Personal Care,Shampoo 250ml,4,3.72,Credit Card,0.28,Online
TXN-2025-0327,BILL-1091,05-10-2025,S3,Suburban,C126,Regular,P201,Snacks,Potato Chips 150g,5,1.17,Cash,1.4,In-store
TXN-2025-0328,BILL-1091,25-01-2025,S1,Downtown,C020,Loyal,P501,Bakery,Whole Wheat Bread,1,1.67,Cash,0.44,Online
TXN-2025-0329,BILL-1091,22-04-2025,S4,East Side,C182,Regular,P201,Snacks,Potato Chips 150g,4,1.24,UPI,0.58,In-store
TXN-2025-0330,BILL-1092,07-09-2025,S3,Suburban,C158,Loyal,P101,Beverages,Orange Juice 1L,1,3.35,UPI,0.13,In-store
TXN-2025-0331,BILL-1092,02-10-2025,S5,West End,C136,New,P501,Bakery,Whole Wheat Bread,5,1.68,Credit Card,0,In-store
TXN-2025-0332,BILL-1092,19-02-2025,S1,Downtown,C046,Regular,P501,Bakery,Whole Wheat Bread,5,1.56,UPI,0,In-store
TXN-2025-0333,BILL-1093,23-07-2025,S2,Uptown,C091,Regular,P202,Snacks,Salted Nuts 100g,3,2.59,UPI,1.33,In-store
TXN-2025-0334,BILL-1093,11-02-2025,S4,East Side,C179,Regular,P402,Household,Dishwash Liquid 500ml,1,3.14,UPI,0,In-store
TXN-2025-0335,BILL-1094,23-11-2025,S1,Downtown,C142,Regular,P102,Beverages,Organic Green Tea 250ml,1,1.81,Credit Card,1.07,In-store
TXN-2025-0336,BILL-1094,17-10-2025,S2,Uptown,C166,New,P102,Beverages,Organic Green Tea 250ml,4,2.2,Credit Card,0.54,Online
TXN-2025-0337,BILL-1094,01-09-2025,S1,Downtown,C178,Loyal,P501,Bakery,Whole Wheat Bread,1,1.35,Cash,0.09,In-store
TXN-2025-0338,BILL-1094,02-04-2025,S1,Downtown,C145,New,P601,Dairy,Milk 1L,5,1.16,Credit Card,0,Online
TXN-2025-0339,BILL-1094,23-07-2025,S3,Suburban,C193,New,P101,Beverages,Orange Juice 1L,6,3.39,Cash,0.14,In-store
TXN-2025-0340,BILL-1094,04-10-2025,S3,Suburban,C100,New,P201,Snacks,Potato Chips 150g,2,1.21,UPI,1.66,In-store
TXN-2025-0341,BILL-1095,27-06-2025,S2,Uptown,C129,New,P701,Frozen,Frozen Pizza,1,5.42,UPI,0.26,In-store
TXN-2025-0342,BILL-1095,01-11-2025,S4,East Side,C197,New,P202,Snacks,Salted Nuts 100g,2,2.43,Cash,0,In-store
TXN-2025-0343,BILL-1095,02-07-2025,S3,Suburban,C116,Regular,P101,Beverages,Orange Juice 1L,2,3.78,UPI,0.47,In-store
TXN-2025-0344,BILL-1095,13-11-2025,S4,East Side,C170,Regular,P401,Household,Laundry Detergent 1kg,5,6.47,Cash,0.69,In-store
TXN-2025-0345,BILL-1096,21-11-2025,S2,Uptown,C040,Regular,P602,Dairy,Cheddar Cheese 200g,2,2.98,Cash,1.29,In-store
TXN-2025-0346,BILL-1096,16-08-2025,S4,East Side,C002,Loyal,P302,Personal Care,Toothpaste 100g,1,2.05,Credit Card,0.33,In-store
TXN-2025-0347,BILL-1096,12-10-2025,S3,Suburban,C111,Regular,P102,Beverages,Organic Green Tea 250ml,2,1.88,Cash,0.38,In-store
TXN-2025-0348,BILL-1096,16-06-2025,S1,Downtown,C024,Regular,P101,Beverages,Orange Juice 1L,3,3.88,Cash,0,In-store
TXN-2025-0349,BILL-1096,14-10-2025,S1,Downtown,C022,New,P301,Personal Care,Shampoo 250ml,1,4.21,Credit Card,0.17,In-store
TXN-2025-0350,BILL-1096,18-05-2025,S2,Uptown,C098,Regular,P502,Bakery,Croissant,5,1.03,UPI,0.42,In-store
TXN-2025-0351,BILL-1096,05-09-2025,S4,East Side,C071,Regular,P201,Snacks,Potato Chips 150g,2,1.19,Cash,0,In-store
TXN-2025-0352,BILL-1096,11-04-2025,S3,Suburban,C127,Regular,P301,Personal Care,Shampoo 250ml,2,4.12,Cash,0.96,In-store
TXN-2025-0353,BILL-1096,14-07-2025,S2,Uptown,C086,New,P301,Personal Care,Shampoo 250ml,1,4.59,Cash,1.14,Online
TXN-2025-0354,BILL-1096,11-03-2025,S3,Suburban,C167,Loyal,P402,Household,Dishwash Liquid 500ml,1,2.63,Credit Card,1.34,In-store
TXN-2025-0355,BILL-1096,13-06-2025,S5,West End,C046,Loyal,P602,Dairy,Cheddar Cheese 200g,5,3.06,Cash,0,In-store
TXN-2025-0356,BILL-1096,21-07-2025,S4,East Side,C072,New,P502,Bakery,Croissant,6,0.87,Cash,0,In-store
TXN-2025-0357,BILL-1097,09-10-2025,S5,West End,C047,New,P202,Snacks,Salted Nuts 100g,1,2.28,UPI,0.73,Online
TXN-2025-0358,BILL-1097,05-02-2025,S4,East Side,C075,New,P602,Dairy,Cheddar Cheese 200g,2,3.4,Cash,0.77,In-store
TXN-2025-0359,BILL-1097,20-03-2025,S4,East Side,C078,Regular,P601,Dairy,Milk 1L,1,1.19,Credit Card,0,In-store
TXN-2025-0360,BILL-1097,01-10-2025,S4,East Side,C123,Regular,P102,Beverages,Organic Green Tea 250ml,2,1.93,Credit Card,0,Online
TXN-2025-0361,BILL-1097,02-10-2025,S4,East Side,C093,New,P501,Bakery,Whole Wheat Bread,1,1.37,Cash,0.09,Online
TXN-2025-0362,BILL-1098,10-11-2025,S1,Downtown,C091,Regular,P102,Beverages,Organic Green Tea 250ml,5,2.23,Cash,0.68,In-store
TXN-2025-0363,BILL-1098,20-02-2025,S4,East Side,C111,Regular,P701,Frozen,Frozen Pizza,1,5.6,Credit Card,0.11,Online
TXN-2025-0364,BILL-1098,17-08-2025,S5,West End,C177,Regular,P602,Dairy,Cheddar Cheese 200g,1,3.42,UPI,1.34,In-store
TXN-2025-0365,BILL-1098,13-01-2025,S4,East Side,C129,Regular,P701,Frozen,Frozen Pizza,1,5.6,UPI,0.2,In-store
TXN-2025-0366,BILL-1098,09-06-2025,S3,Suburban,C187,Regular,P401,Household,Laundry Detergent 1kg,6,6.11,Cash,0.94,In-store
TXN-2025-0367,BILL-1098,20-08-2025,S2,Uptown,C025,Regular,P501,Bakery,Whole Wheat Bread,6,1.48,Credit Card,0,In-store
TXN-2025-0368,BILL-1098,26-03-2025,S3,Suburban,C088,New,P101,Beverages,Orange Juice 1L,6,3.92,UPI,0.98,In-store
TXN-2025-0369,BILL-1099,25-08-2025,S2,Uptown,C085,Regular,P501,Bakery,Whole Wheat Bread,4,1.36,Cash,0.68,In-store
TXN-2025-0370,BILL-1099,15-01-2025,S4,East Side,C169,Regular,P601,Dairy,Milk 1L,1,0.99,Cash,0.38,In-store
TXN-2025-0371,BILL-1099,16-04-2025,S2,Uptown,C002,New,P402,Household,Dishwash Liquid 500ml,4,3.1,UPI,1.02,In-store
TXN-2025-0372,BILL-1100,16-06-2025,S1,Downtown,C138,Regular,P502,Bakery,Croissant,1,0.84,Cash,0,Online
TXN-2025-0373,BILL-1100,10-06-2025,S1,Downtown,C136,Loyal,P301,Personal Care,Shampoo 250ml,5,4.23,UPI,0.32,Online
TXN-2025-0374,BILL-1101,13-11-2025,S5,West End,C091,New,P401,Household,Laundry Detergent 1kg,4,6.31,UPI,0.65,In-store
